actual,idx,pred,cats,N0,N1,N2,N3,N4,I0,I1,I2,I3,I4
0.0,3559,0.0,0,0,0,0,0,0,864,4999,4066,1665,1737
0.0,3560,0.0,0,0,0,0,0,0,4300,3491,2965,1004,2011
0.0,3561,0.0,0,0,0,0,2,0,4564,4793,3010,8760,1876
0.0,3562,0.0,0,0,0,0,0,0,1220,3921,1361,4032,4011
0.0,3563,0.0,0,0,0,0,0,0,2226,2063,1855,4311,4402
0.0,3564,0.0,0,0,0,0,0,0,3740,4681,2727,367,2193
0.0,3565,0.0,0,0,0,0,0,0,3175,4962,1513,2885,159
0.0,3566,0.0,0,0,0,0,0,0,4314,4051,1020,508,2568
0.0,3567,0.0,0,0,0,0,0,0,4263,1787,2513,3979,1345
0.0,3568,0.0,0,0,0,0,0,0,2479,3044,415,1059,2155
0.0,3569,0.0,0,0,0,0,0,0,3522,1643,3698,2919,3871
0.0,3570,0.0,0,0,0,0,0,0,3937,1847,2466,1289,3792
0.0,3571,0.0,0,0,0,0,0,0,731,1540,1253,65,1928
0.0,3572,0.0,0,0,0,0,0,0,477,640,626,4823,4436
0.0,3573,0.0,0,0,0,0,0,0,830,2858,3948,4118,2161
0.0,3574,8.0,0,0,0,0,0,0,754,306,3921,4194,4032
0.0,3575,0.0,0,0,0,0,0,0,3969,1429,3911,2224,3525
0.0,3576,0.0,0,0,0,0,0,0,222,4983,3656,4090,3804
0.0,3577,0.0,0,0,0,0,0,0,1935,2469,4094,4037,802
0.0,3578,0.0,0,0,0,0,0,0,3486,902,3438,2984,948
0.0,3579,0.0,0,0,0,0,0,0,106,728,1086,1239,1875
0.0,3580,0.0,0,0,0,0,0,0,2693,4649,4978,4518,1913
0.0,3581,0.0,0,0,0,0,0,0,1529,4519,2010,3209,1705
0.0,3582,0.0,0,0,0,0,0,0,2718,808,3422,4760,3370
0.0,3583,0.0,0,0,0,0,0,0,4358,3177,1524,4111,4233
0.0,3584,0.0,0,0,0,0,0,0,4294,4730,3978,4799,872
0.0,3585,0.0,0,0,0,0,0,0,928,3967,3943,2134,2141
0.0,3586,0.0,0,0,0,0,0,0,4944,4070,735,577,4429
0.0,3587,0.0,0,0,0,0,0,0,2399,1744,2273,2751,1197
0.0,3588,0.0,0,0,0,0,0,0,641,232,1112,4964,4534
0.0,3589,0.0,0,0,0,0,0,0,1745,69,4148,3152,1591
0.0,3590,0.0,0,0,0,0,0,0,3141,1205,1051,390,1154
0.0,3591,0.0,0,0,0,0,0,0,197,2513,248,2082,2508
0.0,3592,0.0,0,0,0,0,0,0,1338,4232,2170,3319,710
0.0,3593,0.0,0,0,0,0,0,0,3870,3621,515,4787,1177
0.0,3594,0.0,0,0,0,0,0,0,3193,4802,2640,4539,2113
0.0,3595,0.0,0,0,0,0,0,0,1799,4608,2809,3687,911
0.0,3596,0.0,0,0,0,0,0,0,2332,1898,784,3032,1327
0.0,3597,0.0,0,0,0,0,0,0,2691,591,2668,4302,2041
0.0,3598,0.0,0,0,0,0,0,0,2601,2810,3812,3169,4250
0.0,3599,0.0,0,0,0,0,0,0,4347,105,2784,180,4320
0.0,3600,0.0,0,0,0,0,0,0,1955,4785,1508,3879,1857
0.0,3601,0.0,0,0,0,0,0,0,4280,842,1454,677,4465
0.0,3602,0.0,0,0,1,0,0,0,2196,5846,567,871,874
0.0,3603,0.0,0,0,0,0,0,0,4076,1450,3563,4654,327
0.0,3604,0.0,0,0,0,0,0,0,734,557,3272,3114,2743
0.0,3605,0.0,0,0,0,0,0,0,2042,834,3924,403,2792
0.0,3606,0.0,0,0,0,0,0,0,1298,2318,2667,2590,4686
0.0,3607,0.0,0,0,0,0,0,0,3871,1432,2594,1360,2880
0.0,3608,0.0,0,0,0,0,0,0,4189,4583,4520,4612,2550
0.0,3609,0.0,0,0,0,0,0,0,525,2246,537,4475,898
0.0,3610,0.0,0,0,0,0,0,0,300,4311,4153,3563,2226
0.0,3611,0.0,0,0,0,0,0,0,149,431,805,3428,1977
0.0,3612,0.0,0,0,0,0,0,0,44,251,2773,2125,2433
0.0,3613,0.0,0,0,0,0,0,0,1409,1788,2551,494,1893
0.0,3614,0.0,0,0,0,0,0,0,3740,1472,4921,463,1442
0.0,3615,0.0,0,0,0,0,0,0,1992,4147,2389,1420,3333
0.0,3616,0.0,0,0,0,0,0,0,3617,471,4103,2442,3620
0.0,3617,0.0,0,0,0,0,0,0,471,3616,353,2387,4188
0.0,3618,0.0,0,0,0,0,0,0,2003,3324,1156,2860,646
0.0,3619,0.0,0,0,0,0,0,0,4268,4196,422,1041,702
0.0,3620,0.0,0,0,0,0,0,0,565,3976,4103,4917,3616
0.0,3621,0.0,0,0,0,0,0,0,2566,1177,2734,3077,2332
0.0,3622,0.0,0,0,0,0,0,0,1030,610,4892,1961,3176
0.0,3623,0.0,0,0,0,0,0,0,2914,930,62,2304,158
0.0,3624,0.0,0,0,0,0,0,0,1383,3401,1048,1177,4348
0.0,3625,0.0,0,0,0,0,0,0,4227,2783,2828,3858,1228
0.0,3626,0.0,0,0,0,0,0,0,2416,2854,4525,1959,2626
0.0,3627,0.0,0,0,0,0,0,0,680,3123,3747,1392,1134
0.0,3628,0.0,0,0,0,0,0,0,4421,2367,4354,181,2812
0.0,3629,0.0,0,0,0,0,0,0,706,4116,1396,3490,1436
0.0,3630,0.0,0,0,0,0,0,0,4472,1941,2798,3635,200
0.0,3631,0.0,0,0,0,0,0,0,3313,2127,4984,4565,2400
0.0,3632,0.0,0,0,0,0,0,0,659,247,37,1836,2222
0.0,3633,0.0,0,0,0,0,0,0,3841,3109,331,4208,2938
0.0,3634,0.0,0,0,0,0,0,0,4430,4571,3917,4784,656
0.0,3635,0.0,0,0,0,0,0,0,1162,1998,4531,4883,3071
0.0,3636,0.0,0,0,0,0,0,0,1717,297,4840,2578,4607
0.0,3637,0.0,0,0,0,0,0,0,1085,1245,3949,229,2758
0.0,3638,0.0,0,0,0,0,0,0,2760,440,2873,4337,4175
0.0,3639,0.0,0,0,0,0,0,0,3178,2026,1745,4313,925
0.0,3640,0.0,0,0,0,0,0,0,2984,2373,3382,3984,4738
0.0,3641,0.0,0,0,0,7,0,0,3881,3840,12143,1622,458
0.0,3642,0.0,0,0,0,0,0,0,2061,2969,751,2049,2561
0.0,3643,0.0,0,0,0,4,0,0,3658,3954,11447,932,4078
0.0,3644,0.0,0,0,0,0,0,0,4218,4569,4484,4856,3544
0.0,3645,0.0,0,0,0,0,0,0,491,2601,4205,2792,2908
0.0,3646,0.0,0,0,0,0,0,0,3965,2958,4765,1529,1247
0.0,3647,0.0,0,0,0,0,0,0,2281,4624,2857,2076,1153
0.0,3648,0.0,0,0,0,0,0,0,3308,1143,1797,3079,1942
0.0,3649,0.0,0,0,0,0,0,0,3431,2911,4087,1644,4468
0.0,3650,0.0,0,0,0,0,0,0,2784,3186,3390,852,2291
0.0,3651,0.0,0,0,0,0,0,0,4786,406,4620,4163,2003
0.0,3652,0.0,0,0,0,0,0,0,292,3437,2189,1347,1606
0.0,3653,0.0,0,0,0,0,0,0,3305,251,591,2787,854
0.0,3654,0.0,0,0,0,0,0,0,4081,349,3265,3842,4091
0.0,3655,0.0,0,0,0,0,0,0,1059,4757,2171,2583,898
0.0,3656,0.0,0,0,0,0,0,0,4983,222,1559,4090,3804
0.0,3657,0.0,0,0,0,0,0,2,4095,2592,1199,3026,9658
0.0,3658,0.0,0,0,0,0,0,0,3643,932,286,4078,1058
0.0,3659,0.0,0,0,0,0,0,0,615,2336,902,2869,2903
0.0,3660,0.0,0,0,0,0,0,0,432,4091,4150,2448,360
0.0,3661,0.0,1,0,0,3,3,0,3884,2177,10780,10844,1212
0.0,3662,0.0,0,0,0,0,0,0,4121,592,3774,2285,449
0.0,3663,0.0,0,0,0,0,0,0,2627,824,4031,2776,3322
0.0,3664,0.0,0,0,0,0,0,0,200,53,3905,4824,1305
0.0,3665,0.0,0,0,0,0,0,0,4915,3550,1424,2137,3265
0.0,3666,0.0,0,0,0,0,0,0,1963,1285,939,4610,4271
0.0,3667,0.0,0,0,0,0,0,0,586,3164,4938,649,125
0.0,3668,0.0,0,0,0,0,0,0,3976,2800,4103,1804,2150
0.0,3669,0.0,0,0,0,0,0,0,3475,4802,1339,2973,1215
0.0,3670,0.0,0,0,0,0,0,0,2421,4512,2315,4401,4900
0.0,3671,0.0,0,0,0,0,0,0,4866,3209,21,4049,1529
0.0,3672,0.0,0,0,0,0,0,0,1720,93,2697,166,2022
0.0,3673,0.0,0,0,0,0,0,0,3708,708,3224,3727,4242
0.0,3674,0.0,0,0,0,0,0,0,2090,3422,375,890,2255
0.0,3675,0.0,0,0,0,0,0,0,995,1009,3923,3279,3902
0.0,3676,0.0,0,0,0,0,0,0,715,3827,1661,4289,2607
0.0,3677,0.0,0,0,0,0,0,0,1042,3623,4332,2914,2957
0.0,3678,0.0,0,0,0,0,0,0,905,4008,4088,173,1005
0.0,3679,0.0,0,0,0,0,0,0,385,3701,2302,678,254
0.0,3680,0.0,0,0,0,0,0,0,2128,4312,1296,2254,3230
0.0,3681,0.0,0,0,0,0,0,0,4092,1809,1206,805,854
0.0,3682,0.0,0,0,0,0,0,0,85,3951,1095,3418,1628
0.0,3683,0.0,0,0,0,0,0,0,3361,1959,4497,3132,4380
0.0,3684,0.0,0,0,0,0,0,0,788,888,648,4904,3347
0.0,3685,0.0,0,0,0,0,0,0,3971,2404,3445,2740,3056
0.0,3686,0.0,0,0,1,0,0,0,4802,5085,4539,1024,2053
0.0,3687,0.0,0,0,0,0,0,0,2485,3970,2443,701,421
0.0,3688,0.0,0,0,0,0,0,0,2387,4615,471,630,1703
0.0,3689,0.0,0,0,0,0,0,0,1419,3172,1779,1338,1719
0.0,3690,0.0,0,0,0,0,0,0,3477,3799,4642,4534,4879
0.0,3691,0.0,0,0,0,0,0,0,4243,4934,3711,515,4127
0.0,3692,0.0,0,0,0,0,0,0,1282,1949,4573,3354,2373
0.0,3693,0.0,0,0,0,0,0,0,2774,3871,2402,4197,1668
0.0,3694,0.0,0,0,0,0,0,0,2792,2908,246,1282,1031
0.0,3695,0.0,0,0,0,0,0,0,88,2914,84,2304,2681
0.0,3696,0.0,0,0,0,0,0,0,3086,958,4695,491,4167
0.0,3697,0.0,0,0,0,0,0,0,2481,561,1607,182,4861
0.0,3698,0.0,0,0,0,0,0,0,3923,3871,3569,1643,373
0.0,3699,0.0,0,0,0,0,0,0,3639,2226,4199,1199,3603
0.0,3700,0.0,0,0,0,0,0,0,4169,1250,2020,4317,1387
0.0,3701,0.0,0,0,0,0,0,0,4412,678,2685,254,496
0.0,3702,0.0,0,0,0,0,0,0,175,3513,230,557,3794
0.0,3703,0.0,0,0,0,0,0,0,438,752,2603,2178,803
0.0,3704,0.0,0,0,0,0,0,0,3875,3783,2078,2551,2693
0.0,3705,0.0,0,0,0,0,0,0,1661,1047,1603,1197,4154
0.0,3706,0.0,0,0,0,0,0,0,4640,4123,3490,881,708
0.0,3707,0.0,0,0,0,0,0,0,445,1671,2926,4367,848
0.0,3708,0.0,0,0,0,0,0,0,4242,3673,2142,4110,4246
0.0,3709,0.0,0,0,0,0,0,0,3078,2923,4215,1594,4446
0.0,3710,0.0,0,0,0,0,0,0,170,1878,4763,3636,503
0.0,3711,0.0,0,0,0,0,0,0,3067,3691,514,1174,2764
0.0,3712,0.0,0,0,0,0,0,0,578,3503,1438,384,765
0.0,3713,0.0,0,0,0,0,0,0,1506,514,251,870,3271
0.0,3714,0.0,0,0,0,0,0,0,1776,669,3204,4498,1969
0.0,3715,0.0,0,0,0,0,0,0,694,2073,923,3871,2916
0.0,3716,0.0,0,0,0,0,0,0,3460,48,2339,2578,123
0.0,3717,0.0,0,0,0,0,0,0,1288,4409,4586,4745,2235
0.0,3718,0.0,0,0,0,0,0,0,3347,1070,3950,1770,399
0.0,3719,0.0,0,0,0,0,0,0,4979,4980,4817,3433,1895
0.0,3720,0.0,0,0,0,0,0,0,4633,3551,192,1326,4580
0.0,3721,0.0,0,0,0,0,0,0,2844,587,1780,938,4155
0.0,3722,0.0,0,0,0,0,0,0,2254,1545,114,1800,285
0.0,3723,0.0,0,0,0,0,0,0,925,1592,1783,4313,2184
0.0,3724,0.0,0,0,0,0,0,0,3452,1493,4685,1465,4844
0.0,3725,0.0,0,0,0,0,0,0,2691,1679,4302,3200,3278
0.0,3726,0.0,0,0,0,0,0,0,961,1484,2105,3794,387
0.0,3727,0.0,0,0,0,0,0,0,3808,3673,2658,4708,3224
0.0,3728,0.0,0,0,0,0,0,0,1853,2356,284,1748,974
0.0,3729,0.0,0,0,0,0,0,0,346,3025,4929,3537,926
0.0,3730,0.0,0,0,0,0,0,0,257,4689,4953,4599,3391
0.0,3731,0.0,0,0,0,0,0,0,2425,1350,478,1656,1894
0.0,3732,0.0,0,0,0,0,0,0,731,4545,3571,2044,1523
0.0,3733,0.0,0,0,0,0,0,0,845,281,4527,2783,1784
0.0,3734,0.0,1,0,0,0,1,6,856,3384,4511,7251,12010
0.0,3735,0.0,0,0,0,0,0,0,1833,4834,1950,4574,1515
0.0,3736,0.0,1,2,0,0,2,0,8858,2662,2666,9770,2691
0.0,3737,0.0,0,0,0,0,0,0,1152,885,4628,538,3310
0.0,3738,0.0,0,0,0,0,0,0,3209,1530,21,50,4297
0.0,3739,0.0,0,0,0,0,0,0,2283,1355,1590,1262,2858
0.0,3740,0.0,0,0,0,0,0,0,4319,1912,1567,190,3614
0.0,3741,0.0,0,0,0,0,0,0,4187,2553,3653,1326,2352
0.0,3742,0.0,0,0,0,0,0,0,4029,3065,1086,3758,1382
0.0,3743,0.0,0,0,0,0,0,0,870,860,4533,4703,986
0.0,3744,0.0,0,0,0,0,0,0,4277,4464,350,1595,2688
0.0,3745,0.0,0,0,0,0,0,0,4624,1110,3484,2495,3527
0.0,3746,0.0,0,0,0,0,0,0,4725,2070,4868,3978,2159
0.0,3747,0.0,0,0,0,0,0,0,4896,680,2604,4573,4100
0.0,3748,0.0,0,0,0,0,0,0,2496,491,4407,2010,1705
0.0,3749,0.0,0,0,0,0,0,0,65,731,4660,977,4224
0.0,3750,2.0,2,2,2,2,3,0,9558,9238,8378,9976,103
0.0,3751,0.0,0,0,0,0,0,0,4858,1900,3330,1882,3162
0.0,3752,0.0,0,0,0,0,0,0,2016,1029,3904,1369,805
0.0,3753,0.0,0,0,0,0,0,0,4295,4730,842,4294,697
0.0,3754,0.0,0,0,0,0,0,0,4537,2062,1220,1739,2822
0.0,3755,0.0,0,0,0,0,0,0,3260,2284,3874,1126,3261
0.0,3756,0.0,0,0,0,0,0,0,3342,4747,2021,4857,3116
0.0,3757,0.0,0,0,0,0,0,0,2189,4201,4620,3922,2039
0.0,3758,0.0,0,0,2,0,0,0,2146,9591,3065,4029,1742
0.0,3759,0.0,0,0,0,0,0,0,3328,4377,4055,4342,4429
0.0,3760,0.0,0,0,0,0,0,0,4960,3866,1434,2872,2069
0.0,3761,0.0,0,0,0,0,0,0,2176,801,1190,4216,2522
0.0,3762,2.0,1,2,0,2,2,0,8741,4689,9695,9250,257
0.0,3763,0.0,0,0,0,0,0,0,4953,4131,4356,3171,3391
0.0,3764,0.0,0,0,0,0,0,0,3921,4289,2273,3587,2754
0.0,3765,0.0,0,0,0,0,0,0,1845,4902,3207,4380,2042
0.0,3766,0.0,0,0,0,0,0,0,997,1472,1700,4835,654
0.0,3767,0.0,0,0,0,0,0,0,2315,761,4853,3789,4070
0.0,3768,0.0,0,0,0,0,0,0,2346,115,4642,2972,4140
0.0,3769,0.0,0,0,0,0,0,0,1619,1637,2934,654,4523
0.0,3770,0.0,0,0,0,0,0,0,3978,3601,2976,677,872
0.0,3771,0.0,0,0,0,0,0,0,258,511,2678,3039,1669
0.0,3772,0.0,0,0,0,0,0,0,340,3013,1427,78,1235
0.0,3773,0.0,0,0,0,0,0,0,3224,2267,358,4903,2268
0.0,3774,0.0,0,0,0,0,0,0,4269,2952,4933,4430,968
0.0,3775,0.0,0,0,0,0,0,0,2827,2779,4553,1682,4719
0.0,3776,0.0,0,0,0,0,0,0,3514,1123,4760,4355,464
0.0,3777,0.0,0,0,0,0,0,0,2657,847,1770,3955,1137
0.0,3778,0.0,0,0,0,0,0,0,3799,571,2080,4481,4755
0.0,3779,0.0,0,0,0,0,0,0,2258,3838,4917,1827,4139
0.0,3780,0.0,0,0,0,0,0,0,192,2368,3720,4588,1503
0.0,3781,0.0,0,0,0,0,0,0,2678,4132,2317,1537,1873
0.0,3782,0.0,0,0,0,0,0,0,1384,621,410,524,59
0.0,3783,0.0,0,0,0,0,0,0,3875,3704,2108,2551,2078
0.0,3784,0.0,0,0,0,0,0,0,1431,2479,921,2857,3044
0.0,3785,0.0,0,0,0,0,0,0,847,1770,930,3718,3950
0.0,3786,0.0,0,0,0,0,0,0,4931,299,2474,192,295
0.0,3787,0.0,0,0,0,0,0,0,828,3882,1569,2040,4531
0.0,3788,0.0,0,0,0,0,0,0,577,2117,4862,4333,3369
0.0,3789,0.0,0,0,0,0,0,0,239,2532,2294,2151,3015
0.0,3790,0.0,0,0,0,0,0,0,1682,1023,2107,4329,4093
0.0,3791,0.0,0,0,0,0,0,0,3206,1612,1657,2097,1631
0.0,3792,0.0,0,0,0,0,0,0,222,4287,2938,4983,1514
0.0,3793,0.0,0,0,0,0,0,0,1837,2495,4685,1387,2983
0.0,3794,0.0,0,0,0,0,0,0,4405,961,175,3513,4030
0.0,3795,8.0,2,0,8,8,8,8,1851,12306,12286,12346,12281
0.0,3796,0.0,0,0,0,0,0,0,488,1334,4869,737,1282
0.0,3797,0.0,0,0,0,0,0,0,1411,1531,3286,976,3082
0.0,3798,0.0,0,0,0,0,0,0,3217,974,4247,4653,936
0.0,3799,0.0,0,0,0,0,0,0,3477,3690,4879,318,3971
0.0,3800,0.0,0,0,0,2,0,0,1936,1706,9536,187,2840
0.0,3801,0.0,0,0,0,0,0,0,1147,4642,2068,37,659
0.0,3802,0.0,0,0,0,0,0,0,2730,568,3385,3838,4972
0.0,3803,0.0,0,0,0,0,0,0,4893,4396,2967,4558,797
0.0,3804,0.0,0,0,0,0,0,0,1180,2385,4983,784,1084
0.0,3805,0.0,0,0,0,0,0,0,2385,1849,3258,4473,3804
0.0,3806,0.0,0,0,0,0,0,0,59,2078,2515,683,4804
0.0,3807,0.0,0,0,0,0,0,0,2403,2379,402,1900,2508
0.0,3808,0.0,0,0,0,0,0,0,3972,4607,297,4815,4947
0.0,3809,0.0,0,0,0,0,0,0,700,2697,2295,1766,510
0.0,3810,0.0,0,0,0,0,0,0,4575,2309,382,1429,3575
0.0,3811,0.0,0,0,0,2,0,0,4742,4879,9140,2073,4443
0.0,3812,0.0,0,0,0,0,0,0,2601,4098,196,4956,464
0.0,3813,0.0,0,0,0,0,0,0,2584,851,821,589,1166
0.0,3814,0.0,0,0,0,0,0,0,2387,1193,2616,3466,525
0.0,3815,0.0,0,0,0,0,0,0,259,4271,1491,2656,1209
0.0,3816,0.0,0,0,0,0,0,0,2094,109,4672,2470,199
0.0,3817,0.0,0,0,0,0,0,0,949,140,4557,2310,144
0.0,3818,0.0,0,0,0,0,0,0,2195,145,87,3265,4321
0.0,3819,0.0,0,0,0,0,0,0,1990,1217,3205,2347,950
0.0,3820,0.0,0,0,0,0,0,0,4638,927,3337,2350,2403
0.0,3821,0.0,0,0,0,0,0,0,2478,2037,984,2801,2167
0.0,3822,0.0,0,0,0,0,0,0,3167,3936,2322,267,503
0.0,3823,0.0,0,0,0,0,0,0,3132,565,1143,4925,1562
0.0,3824,0.0,0,0,0,0,0,0,4443,2532,4630,4534,3384
0.0,3825,2.0,3,2,2,2,2,2,8786,9629,8239,9223,8491
0.0,3826,0.0,0,0,0,0,0,0,3281,2331,1910,2577,2599
0.0,3827,0.0,0,0,0,0,0,0,3117,3676,4979,2021,4289
0.0,3828,0.0,0,0,0,0,0,0,992,3096,4390,4523,719
0.0,3829,0.0,0,0,0,0,0,0,717,441,3389,1359,2586
0.0,3830,0.0,0,0,0,0,0,0,525,2341,4864,1263,1752
0.0,3831,0.0,0,0,0,0,0,0,595,3921,729,692,1739
0.0,3832,0.0,0,0,0,0,0,0,1052,1590,892,3313,525
0.0,3833,0.0,0,0,0,0,0,0,3086,2885,1647,2793,4519
0.0,3834,0.0,0,0,0,0,0,0,4541,465,3664,200,138
0.0,3835,2.0,1,2,0,2,2,0,9575,40,8709,8596,1412
0.0,3836,0.0,0,0,0,0,0,0,47,938,3054,1406,2260
0.0,3837,0.0,0,0,0,0,0,0,4680,4490,1502,437,1627
0.0,3838,0.0,0,0,0,0,0,0,4917,3802,3976,1544,4972
0.0,3839,0.0,0,0,0,0,0,0,505,2967,504,1509,1493
0.0,3840,0.0,0,0,0,0,0,0,675,234,482,2421,3554
0.0,3841,0.0,0,0,0,0,0,0,2082,3792,222,3109,2938
0.0,3842,0.0,0,0,0,0,0,0,3151,3938,2224,3810,2968
0.0,3843,0.0,0,0,0,0,0,0,675,3008,1986,813,2221
0.0,3844,0.0,0,0,0,0,0,0,1018,2517,688,277,3211
0.0,3845,0.0,0,0,0,0,0,0,4193,97,3281,1587,3873
0.0,3846,0.0,0,0,0,0,0,0,4379,191,1027,2480,1933
0.0,3847,0.0,0,0,0,0,0,0,1129,3951,228,2466,1420
0.0,3848,0.0,0,0,0,0,0,0,1083,1464,4686,3798,3890
0.0,3849,0.0,0,0,0,0,0,0,1840,4794,3070,160,3417
0.0,3850,0.0,0,0,0,0,0,0,3900,4143,402,2038,189
0.0,3851,0.0,0,0,0,0,0,0,1335,2295,2447,3101,926
0.0,3852,0.0,0,0,0,0,0,0,1337,2581,1023,4495,4980
0.0,3853,0.0,0,0,0,0,0,0,3165,1245,3949,1849,4687
0.0,3854,0.0,0,0,0,0,0,0,1123,2361,4673,2245,3162
0.0,3855,0.0,0,0,0,0,0,0,3253,181,1636,4080,1975
0.0,3856,0.0,0,0,0,0,0,0,132,3005,1392,3435,2317
0.0,3857,0.0,0,0,0,0,0,0,1780,3559,631,2234,587
0.0,3858,0.0,0,0,0,0,0,0,1524,1525,903,216,2360
0.0,3859,0.0,0,0,0,0,0,0,1920,4651,3816,1934,1298
0.0,3860,0.0,0,0,0,0,0,0,2069,2872,452,3025,1617
0.0,3861,0.0,0,0,0,0,0,0,4677,100,2907,1894,3568
0.0,3862,0.0,0,0,0,0,0,0,3086,2925,3833,1181,159
0.0,3863,0.0,0,0,0,0,0,0,559,2908,2949,1054,4237
0.0,3864,0.0,0,0,0,0,0,0,218,2522,1602,1728,870
0.0,3865,0.0,0,0,0,0,0,0,3291,4728,1458,4492,510
0.0,3866,0.0,0,0,0,0,0,0,3760,2895,494,4838,575
0.0,3867,0.0,0,0,0,0,0,0,2183,3798,2728,4984,1995
0.0,3868,0.0,0,0,0,0,0,0,2694,105,2614,283,522
0.0,3869,0.0,0,0,0,0,0,0,625,4615,2345,1547,630
0.0,3870,0.0,0,0,0,0,0,0,3593,926,853,1865,44
0.0,3871,0.0,0,0,0,0,0,0,1432,3607,3923,1360,2594
0.0,3872,0.0,0,0,0,0,0,0,2103,1967,790,3513,230
0.0,3873,0.0,0,0,0,0,0,0,452,97,495,3485,1887
0.0,3874,0.0,0,0,0,0,0,0,2284,83,3260,3755,2703
0.0,3875,0.0,0,0,0,0,0,0,3783,3704,2078,2108,2551
0.0,3876,0.0,0,0,0,0,0,0,1466,2863,4730,382,2159
0.0,3877,0.0,0,0,0,0,0,0,1898,4567,4865,2757,2445
0.0,3878,0.0,0,0,0,0,0,0,1294,1598,1197,4159,1203
0.0,3879,0.0,0,0,0,0,0,0,344,1955,1564,4785,3600
0.0,3880,0.0,0,0,0,0,0,0,4995,1449,1167,4846,3368
0.0,3881,0.0,0,0,0,0,0,0,2290,1890,3641,458,1417
0.0,3882,0.0,0,0,0,0,0,0,2949,3787,2227,1379,3131
0.0,3883,0.0,0,0,0,0,0,0,3523,2593,1679,2367,2103
0.0,3884,0.0,0,0,0,0,0,0,3661,4029,2177,4948,4399
0.0,3885,0.0,0,0,0,0,0,0,2164,3608,81,2303,4686
0.0,3886,6.0,1,2,0,3,0,3,8954,3264,9946,1885,10782
0.0,3887,0.0,0,0,0,0,0,0,2363,3067,1752,815,4993
0.0,3888,0.0,0,0,0,0,0,0,2509,607,2866,3346,2730
0.0,3889,0.0,0,0,0,0,0,0,3241,2111,4259,1578,4281
0.0,3890,0.0,0,0,0,0,0,0,1083,1464,1944,2187,1224
0.0,3891,0.0,0,0,0,0,0,0,4954,3782,410,1384,2296
0.0,3892,0.0,0,0,0,0,0,0,251,3224,2767,2136,2433
0.0,3893,0.0,0,0,0,0,0,0,2159,619,2863,4392,2436
0.0,3894,0.0,0,0,0,0,0,0,183,4449,773,2853,4774
0.0,3895,0.0,0,0,0,0,0,0,4123,3278,4672,4302,2915
0.0,3896,0.0,0,0,0,0,0,0,2233,2530,3508,1467,4374
0.0,3897,0.0,0,0,0,0,0,0,2281,1228,1691,1153,2783
0.0,3898,0.0,0,0,0,0,0,0,2508,1562,4796,857,1576
0.0,3899,0.0,0,0,0,0,0,0,373,325,931,1,4886
0.0,3900,0.0,0,0,0,0,0,0,4687,2824,4090,4842,1647
0.0,3901,0.0,0,0,0,0,0,0,4545,3571,731,1540,4449
0.0,3902,0.0,0,0,0,0,0,0,2089,4231,1718,4502,4764
0.0,3903,0.0,0,0,0,0,0,0,3660,2555,191,1264,1276
0.0,3904,0.0,0,0,0,0,0,0,2136,3701,2016,2179,3752
0.0,3905,0.0,0,0,0,0,0,0,703,852,538,3985,1293
0.0,3906,0.0,0,0,0,0,0,2,338,2592,4069,2815,8281
0.0,3907,0.0,0,0,0,0,0,0,4355,3812,3987,4548,1044
0.0,3908,0.0,0,0,0,0,0,0,1856,174,1712,4159,3984
0.0,3909,0.0,0,0,0,0,0,0,4289,3036,715,2832,2423
0.0,3910,0.0,0,0,0,0,0,0,2612,1163,920,2217,98
0.0,3911,0.0,0,0,0,0,0,0,3969,3575,195,2524,2224
0.0,3912,0.0,0,0,0,0,0,2,3051,4655,670,701,9005
0.0,3913,0.0,0,0,0,0,0,0,3134,4240,975,4410,2482
0.0,3914,0.0,0,0,0,0,0,0,1777,231,2146,4203,171
0.0,3915,0.0,0,0,0,0,0,0,3459,4664,1880,3412,993
0.0,3916,0.0,0,0,0,0,0,0,852,1146,3528,3186,4700
0.0,3917,0.0,0,0,0,0,0,0,4571,2952,4784,4431,1690
0.0,3918,0.0,0,0,0,0,0,0,1635,1526,156,3227,833
0.0,3919,0.0,0,0,0,0,0,0,3953,4364,260,4970,2130
0.0,3920,0.0,0,0,0,0,0,0,3393,860,4710,1859,2917
0.0,3921,0.0,0,0,0,0,0,0,729,4453,3831,724,595
0.0,3922,0.0,0,0,0,0,0,0,2529,2155,3113,1963,2655
0.0,3923,0.0,0,0,0,0,0,0,1432,3871,886,2774,3553
0.0,3924,0.0,0,0,0,0,0,0,4407,3605,403,2792,2042
0.0,3925,0.0,0,0,0,0,0,0,3941,2064,1813,1398,4401
0.0,3926,0.0,0,0,0,0,0,0,562,2668,3946,4415,1639
0.0,3927,0.0,0,0,0,0,0,0,2582,2336,1969,772,3798
0.0,3928,0.0,0,0,0,0,0,0,514,4159,2533,4768,3787
0.0,3929,0.0,0,0,0,0,0,0,992,789,488,737,934
0.0,3930,0.0,0,0,0,0,0,0,1411,4731,3564,1479,2964
0.0,3931,0.0,0,0,0,0,0,0,251,2767,3612,733,3170
0.0,3932,0.0,0,0,0,0,0,0,1947,2666,308,684,4683
0.0,3933,0.0,0,0,0,0,0,0,1894,1204,4568,4168,792
0.0,3934,0.0,0,0,0,0,0,0,1958,234,3532,3112,4646
0.0,3935,0.0,0,0,0,0,0,0,2445,3999,2814,4335,4567
